DE_NO,DATA_ELEMENT_NAME,SIZE,START POSITION,STOP POSITION,FILE NAME,FILE SEGMENT (with RECORD-ID)
PRV087,SUBMITTING-STATE-PROV-ID,X(30),22,51,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
PRV088,PROV-CLASSIFICATION-TYPE,X(1),52,52,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
PRV089,PROV-CLASSIFICATION-CODE,X(20),53,72,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
PRV090,PROV-TAXONOMY-CLASSIFICATION-EFF-DATE,9(8),73,80,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
PRV091,PROV-TAXONOMY-CLASSIFICATION-END-DATE,9(8),81,88,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
PRV092,STATE-NOTATION,X(500),89,588,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
PRV093,FILLER,X(512),589,1100,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
PRV094,RECORD-ID,X(8),1,8,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
PRV095,SUBMITTING-STATE,X(2),9,10,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
PRV096,RECORD-NUMBER,9(11),11,21,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
PRV097,SUBMITTING-STATE-PROV-ID,X(30),22,51,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
PRV098,PROV-MEDICAID-EFF-DATE,9(8),52,59,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
PRV099,PROV-MEDICAID-END-DATE,9(8),60,67,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
PRV100,PROV-MEDICAID-ENROLLMENT-STATUS-CODE,X(2),68,69,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
PRV101,STATE-PLAN-ENROLLMENT,X(1),70,70,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
PRV102,PROV-ENROLLMENT-METHOD,X(1),71,71,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
PRV103,APPL-DATE,9(8),72,79,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
PRV104,STATE-NOTATION,X(500),80,579,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
PRV105,FILLER,X(521),580,1100,PROVIDER,PROV-MEDICAID-ENROLLMENT-PRV00007
PRV106,RECORD-ID,X(8),1,8,PROVIDER,PROV-AFFILIATED-GROUPS-PRV00008
PRV107,SUBMITTING-STATE,X(2),9,10,PROVIDER,PROV-AFFILIATED-GROUPS-PRV00008
PRV108,RECORD-NUMBER,9(11),11,21,PROVIDER,PROV-AFFILIATED-GROUPS-PRV00008
PRV109,SUBMITTING-STATE-PROV-ID,X(30),22,51,PROVIDER,PROV-AFFILIATED-GROUPS-PRV00008
PRV110,SUBMITTING-STATE-PROV-ID-OF-AFFILIATED-ENTITY,X(12),52,63,PROVIDER,PROV-AFFILIATED-GROUPS-PRV00008
PRV111,PROV-AFFILIATED-GROUP-EFF-DATE,9(8),64,71,PROVIDER,PROV-AFFILIATED-GROUPS-PRV00008
PRV112,PROV-AFFILIATED-GROUP-END-DATE,9(8),72,79,PROVIDER,PROV-AFFILIATED-GROUPS-PRV00008
PRV113,STATE-NOTATION,X(500),80,579,PROVIDER,PROV-AFFILIATED-GROUPS-PRV00008
PRV114,FILLER,X(521),580,1100,PROVIDER,PROV-AFFILIATED-GROUPS-PRV00008
PRV115,RECORD-ID,X(8),1,8,PROVIDER,PROV-AFFILIATED-PROGRAMS-PRV00009
PRV116,SUBMITTING-STATE,X(2),9,10,PROVIDER,PROV-AFFILIATED-PROGRAMS-PRV00009
PRV117,RECORD-NUMBER,9(11),11,21,PROVIDER,PROV-AFFILIATED-PROGRAMS-PRV00009
PRV118,SUBMITTING-STATE-PROV-ID,X(30),22,51,PROVIDER,PROV-AFFILIATED-PROGRAMS-PRV00009
PRV119,AFFILIATED-PROGRAM-TYPE,X(1),52,52,PROVIDER,PROV-AFFILIATED-PROGRAMS-PRV00009
PRV120,AFFILIATED-PROGRAM-ID,X(50),53,102,PROVIDER,PROV-AFFILIATED-PROGRAMS-PRV00009
PRV121,PROV-AFFILIATED-PROGRAM-EFF-DATE,9(8),103,110,PROVIDER,PROV-AFFILIATED-PROGRAMS-PRV00009
PRV122,PROV-AFFILIATED-PROGRAM-END-DATE,9(8),111,118,PROVIDER,PROV-AFFILIATED-PROGRAMS-PRV00009
PRV123,STATE-NOTATION,X(500),119,618,PROVIDER,PROV-AFFILIATED-PROGRAMS-PRV00009
PRV124,FILLER,X(482),619,1100,PROVIDER,PROV-AFFILIATED-PROGRAMS-PRV00009
PRV125,RECORD-ID,X(8),1,8,PROVIDER,PROV-BED-TYPE-INFO-PRV00010
PRV126,SUBMITTING-STATE,X(2),9,10,PROVIDER,PROV-BED-TYPE-INFO-PRV00010
PRV127,RECORD-NUMBER,9(11),11,21,PROVIDER,PROV-BED-TYPE-INFO-PRV00010
PRV128,SUBMITTING-STATE-PROV-ID,X(30),22,51,PROVIDER,PROV-BED-TYPE-INFO-PRV00010
PRV129,PROV-LOCATION-ID,X(5),52,56,PROVIDER,PROV-BED-TYPE-INFO-PRV00010
PRV130,BED-TYPE-EFF-DATE,9(8),57,64,PROVIDER,PROV-BED-TYPE-INFO-PRV00010
PRV131,BED-TYPE-END-DATE,9(8),65,72,PROVIDER,PROV-BED-TYPE-INFO-PRV00010
PRV134,BED-TYPE-CODE,X(1),73,73,PROVIDER,PROV-BED-TYPE-INFO-PRV00010
PRV135,BED-COUNT,9(5),74,78,PROVIDER,PROV-BED-TYPE-INFO-PRV00010
PRV136,STATE-NOTATION,X(500),79,578,PROVIDER,PROV-BED-TYPE-INFO-PRV00010
PRV137,FILLER,X(522),579,1100,PROVIDER,PROV-BED-TYPE-INFO-PRV00010
TPL001,RECORD-ID,X(8),1,8,TPL,FILE-HEADER-RECORD-TPL-TPL00001
TPL002,DATA-DICTIONARY-VERSION,X(10),9,18,TPL,FILE-HEADER-RECORD-TPL-TPL00001
TPL003,SUBMISSION-TRANSACTION-TYPE,X(1),19,19,TPL,FILE-HEADER-RECORD-TPL-TPL00001
TPL004,FILE-ENCODING-SPECIFICATION,X(3),20,22,TPL,FILE-HEADER-RECORD-TPL-TPL00001
TPL005,DATA-MAPPING-DOCUMENT-VERSION,X(9),23,31,TPL,FILE-HEADER-RECORD-TPL-TPL00001
TPL006,FILE-NAME,X(8),32,39,TPL,FILE-HEADER-RECORD-TPL-TPL00001
TPL007,SUBMITTING-STATE,X(2),40,41,TPL,FILE-HEADER-RECORD-TPL-TPL00001
TPL008,DATE-FILE-CREATED,9(8),42,49,TPL,FILE-HEADER-RECORD-TPL-TPL00001
TPL009,START-OF-TIME-PERIOD,9(8),50,57,TPL,FILE-HEADER-RECORD-TPL-TPL00001
TPL010,END-OF-TIME-PERIOD,9(8),58,65,TPL,FILE-HEADER-RECORD-TPL-TPL00001
TPL011,FILE-STATUS-INDICATOR,X(1),66,66,TPL,FILE-HEADER-RECORD-TPL-TPL00001
TPL012,SSN-INDICATOR,X(1),67,67,TPL,FILE-HEADER-RECORD-TPL-TPL00001
TPL013,TOT-REC-CNT,9(11),68,78,TPL,FILE-HEADER-RECORD-TPL-TPL00001
TPL088,SEQUENCE-NUMBER,X(4),79,82,TPL,FILE-HEADER-RECORD-TPL-TPL00001
TPL014,STATE-NOTATION,X(500),83,582,TPL,FILE-HEADER-RECORD-TPL-TPL00001
TPL015,FILLER,X(318),583,900,TPL,FILE-HEADER-RECORD-TPL-TPL00001
TPL016,RECORD-ID,X(8),1,8,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-MAIN-TPL00002
TPL017,SUBMITTING-STATE,X(2),9,10,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-MAIN-TPL00002
TPL018,RECORD-NUMBER,9(11),11,21,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-MAIN-TPL00002
TPL019,MSIS-IDENTIFICATION-NUM,X(20),22,41,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-MAIN-TPL00002
TPL020,TPL-HEALTH-INSURANCE-COVERAGE-IND,X(1),42,42,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-MAIN-TPL00002
TPL021,TPL-OTHER-COVERAGE-IND,X(1),43,43,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-MAIN-TPL00002
TPL022,ELIGIBLE-FIRST-NAME,X(30),44,73,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-MAIN-TPL00002
TPL023,ELIGIBLE-MIDDLE-INIT,X(1),74,74,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-MAIN-TPL00002
TPL024,ELIGIBLE-LAST-NAME,X(30),75,104,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-MAIN-TPL00002
TPL025,ELIG-PRSN-MAIN-EFF-DATE,9(8),105,112,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-MAIN-TPL00002
TPL026,ELIG-PRSN-MAIN-END-DATE,9(8),113,120,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-MAIN-TPL00002
TPL027,STATE-NOTATION,X(500),121,620,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-MAIN-TPL00002
TPL028,FILLER,X(280),621,900,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-MAIN-TPL00002
TPL029,RECORD-ID,X(8),1,8,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-HEALTH-INSURANCE-COVERAGE-INFO-TPL00003
TPL030,SUBMITTING-STATE,X(2),9,10,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-HEALTH-INSURANCE-COVERAGE-INFO-TPL00003
TPL031,RECORD-NUMBER,9(11),11,21,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-HEALTH-INSURANCE-COVERAGE-INFO-TPL00003
TPL032,MSIS-IDENTIFICATION-NUM,X(20),22,41,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-HEALTH-INSURANCE-COVERAGE-INFO-TPL00003
TPL033,INSURANCE-CARRIER-ID-NUM,X(12),42,53,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-HEALTH-INSURANCE-COVERAGE-INFO-TPL00003
TPL034,INSURANCE-PLAN-ID,X(20),54,73,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-HEALTH-INSURANCE-COVERAGE-INFO-TPL00003
TPL035,GROUP-NUM,X(16),74,89,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-HEALTH-INSURANCE-COVERAGE-INFO-TPL00003
TPL036,MEMBER-ID,X(20),90,109,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-HEALTH-INSURANCE-COVERAGE-INFO-TPL00003
TPL037,INSURANCE-PLAN-TYPE,X(2),110,111,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-HEALTH-INSURANCE-COVERAGE-INFO-TPL00003
TPL089,COVERAGE-TYPE,X(2),112,113,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-HEALTH-INSURANCE-COVERAGE-INFO-TPL00003
TPL038,ANNUAL-DEDUCTIBLE-AMT,S9(11)V99,114,126,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-HEALTH-INSURANCE-COVERAGE-INFO-TPL00003
TPL044,POLICY-OWNER-FIRST-NAME,X(30),127,156,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-HEALTH-INSURANCE-COVERAGE-INFO-TPL00003
TPL045,POLICY-OWNER-LAST-NAME,X(30),157,186,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-HEALTH-INSURANCE-COVERAGE-INFO-TPL00003
TPL046,POLICY-OWNER-SSN,X(9),187,195,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-HEALTH-INSURANCE-COVERAGE-INFO-TPL00003
TPL047,POLICY-OWNER-CODE,X(2),196,197,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-HEALTH-INSURANCE-COVERAGE-INFO-TPL00003
TPL048,INSURANCE-COVERAGE-EFF-DATE,9(8),198,205,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-HEALTH-INSURANCE-COVERAGE-INFO-TPL00003
TPL049,INSURANCE-COVERAGE-END-DATE,9(8),206,213,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-HEALTH-INSURANCE-COVERAGE-INFO-TPL00003
TPL050,STATE-NOTATION,X(500),214,713,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-HEALTH-INSURANCE-COVERAGE-INFO-TPL00003
TPL051,FILLER,X(187),714,900,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-HEALTH-INSURANCE-COVERAGE-INFO-TPL00003
TPL052,RECORD-ID,X(8),1,8,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-HEALTH-INSURANCE-COVERAGE-CATEGORIES-TPL00004
TPL053,SUBMITTING-STATE,X(2),9,10,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-HEALTH-INSURANCE-COVERAGE-CATEGORIES-TPL00004
TPL054,RECORD-NUMBER,9(11),11,21,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-HEALTH-INSURANCE-COVERAGE-CATEGORIES-TPL00004
TPL055,INSURANCE-CARRIER-ID-NUM,X(12),22,33,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-HEALTH-INSURANCE-COVERAGE-CATEGORIES-TPL00004
TPL056,INSURANCE-PLAN-ID,X(20),34,53,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-HEALTH-INSURANCE-COVERAGE-CATEGORIES-TPL00004
TPL057,INSURANCE-PLAN-TYPE,X(2),54,55,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-HEALTH-INSURANCE-COVERAGE-CATEGORIES-TPL00004
TPL058,COVERAGE-TYPE,X(2),56,57,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-HEALTH-INSURANCE-COVERAGE-CATEGORIES-TPL00004
TPL059,INSURANCE-CATEGORIES-EFF-DATE,9(8),58,65,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-HEALTH-INSURANCE-COVERAGE-CATEGORIES-TPL00004
TPL060,INSURANCE-CATEGORIES-END-DATE,9(8),66,73,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-HEALTH-INSURANCE-COVERAGE-CATEGORIES-TPL00004
TPL061,STATE-NOTATION,X(500),74,573,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-HEALTH-INSURANCE-COVERAGE-CATEGORIES-TPL00004
TPL062,FILLER,X(327),574,900,TPL,TPL-MEDICAID-ELIGIBLE-PERSON-HEALTH-INSURANCE-COVERAGE-CATEGORIES-TPL00004
TPL063,RECORD-ID,X(8),1,8,TPL,TPL-MEDICAID-ELIGIBLE-OTHER-THIRD-PARTY-COVERAGE-INFORMATION-TPL00005
TPL064,SUBMITTING-STATE,X(2),9,10,TPL,TPL-MEDICAID-ELIGIBLE-OTHER-THIRD-PARTY-COVERAGE-INFORMATION-TPL00005
TPL065,RECORD-NUMBER,9(11),11,21,TPL,TPL-MEDICAID-ELIGIBLE-OTHER-THIRD-PARTY-COVERAGE-INFORMATION-TPL00005
TPL066,MSIS-IDENTIFICATION-NUM,X(20),22,41,TPL,TPL-MEDICAID-ELIGIBLE-OTHER-THIRD-PARTY-COVERAGE-INFORMATION-TPL00005
TPL067,TYPE-OF-OTHER-THIRD-PARTY-LIABILITY,X(1),42,42,TPL,TPL-MEDICAID-ELIGIBLE-OTHER-THIRD-PARTY-COVERAGE-INFORMATION-TPL00005
TPL068,OTHER-TPL-EFF-DATE,9(8),43,50,TPL,TPL-MEDICAID-ELIGIBLE-OTHER-THIRD-PARTY-COVERAGE-INFORMATION-TPL00005
TPL069,OTHER-TPL-END-DATE,9(8),51,58,TPL,TPL-MEDICAID-ELIGIBLE-OTHER-THIRD-PARTY-COVERAGE-INFORMATION-TPL00005
TPL070,STATE-NOTATION,X(500),59,558,TPL,TPL-MEDICAID-ELIGIBLE-OTHER-THIRD-PARTY-COVERAGE-INFORMATION-TPL00005
TPL071,FILLER,X(342),559,900,TPL,TPL-MEDICAID-ELIGIBLE-OTHER-THIRD-PARTY-COVERAGE-INFORMATION-TPL00005
TPL072,RECORD-ID,X(8),1,8,TPL,TPL-ENTITY-CONTACT-INFORMATION-TPL00006
TPL073,SUBMITTING-STATE,X(2),9,10,TPL,TPL-ENTITY-CONTACT-INFORMATION-TPL00006
TPL074,RECORD-NUMBER,9(11),11,21,TPL,TPL-ENTITY-CONTACT-INFORMATION-TPL00006
TPL075,INSURANCE-CARRIER-ID-NUM,X(12),22,33,TPL,TPL-ENTITY-CONTACT-INFORMATION-TPL00006
TPL076,TPL-ENTITY-ADDR-TYPE,X(2),34,35,TPL,TPL-ENTITY-CONTACT-INFORMATION-TPL00006
TPL077,INSURANCE-CARRIER-ADDR-LN1,X(60),36,95,TPL,TPL-ENTITY-CONTACT-INFORMATION-TPL00006
TPL078,INSURANCE-CARRIER-ADDR-LN2,X(60),96,155,TPL,TPL-ENTITY-CONTACT-INFORMATION-TPL00006
TPL079,INSURANCE-CARRIER-ADDR-LN3,X(60),156,215,TPL,TPL-ENTITY-CONTACT-INFORMATION-TPL00006
TPL080,INSURANCE-CARRIER-CITY,X(28),216,243,TPL,TPL-ENTITY-CONTACT-INFORMATION-TPL00006
TPL081,INSURANCE-CARRIER-STATE,X(2),244,245,TPL,TPL-ENTITY-CONTACT-INFORMATION-TPL00006
TPL082,INSURANCE-CARRIER-ZIP-CODE,X(9),246,254,TPL,TPL-ENTITY-CONTACT-INFORMATION-TPL00006
TPL083,INSURANCE-CARRIER-PHONE-NUM,X(10),255,264,TPL,TPL-ENTITY-CONTACT-INFORMATION-TPL00006
TPL084,TPL-ENTITY-CONTACT-INFO-EFF-DATE,9(8),265,272,TPL,TPL-ENTITY-CONTACT-INFORMATION-TPL00006
TPL085,TPL-ENTITY-CONTACT-INFO-END-DATE,9(8),273,280,TPL,TPL-ENTITY-CONTACT-INFORMATION-TPL00006
TPL086,STATE-NOTATION,X(500),281,780,TPL,TPL-ENTITY-CONTACT-INFORMATION-TPL00006
TPL090,INSURANCE-CARRIER-NAIC-CODE,X(10),781,790,TPL,TPL-ENTITY-CONTACT-INFORMATION-TPL00006
TPL091,INSURANCE-CARRIER-NAME,X(30),791,820,TPL,TPL-ENTITY-CONTACT-INFORMATION-TPL00006
TPL092,NATIONAL-HEALTH-CARE-ENTITY-ID-TYPE,X(1),821,821,TPL,TPL-ENTITY-CONTACT-INFORMATION-TPL00006
TPL093,NATIONAL-HEALTH-CARE-ENTITY-ID,X(10),822,831,TPL,TPL-ENTITY-CONTACT-INFORMATION-TPL00006
TPL094,NATIONAL-HEALTH-CARE-ENTITY-NAME,X(50),832,881,TPL,TPL-ENTITY-CONTACT-INFORMATION-TPL00006
TPL087,FILLER,X (19),882,900,TPL,TPL-ENTITY-CONTACT-INFORMATION-TPL00006
