Code,Type,Definition
O6010X0,ICD-10-CM,"Preterm labor with preterm delivery, unspecified trimester, not applicable or unspecified"
O6010X1,ICD-10-CM,"Preterm labor with preterm delivery, unspecified trimester, fetus 1"
O6010X2,ICD-10-CM,"Preterm labor with preterm delivery, unspecified trimester, fetus 2"
O6010X3,ICD-10-CM,"Preterm labor with preterm delivery, unspecified trimester, fetus 3"
O6010X4,ICD-10-CM,"Preterm labor with preterm delivery, unspecified trimester, fetus 4"
O6010X5,ICD-10-CM,"Preterm labor with preterm delivery, unspecified trimester, fetus 5"
O6010X9,ICD-10-CM,"Preterm labor with preterm delivery, unspecified trimester, other fetus"
O6012X0,ICD-10-CM,"Preterm labor second trimester with preterm delivery second trimester, not applicable or unspecified"
O6012X1,ICD-10-CM,"Preterm labor second trimester with preterm delivery second trimester, fetus 1"
O6012X2,ICD-10-CM,"Preterm labor second trimester with preterm delivery second trimester, fetus 2"
O6012X3,ICD-10-CM,"Preterm labor second trimester with preterm delivery second trimester, fetus 3"
O6012X4,ICD-10-CM,"Preterm labor second trimester with preterm delivery second trimester, fetus 4"
O6012X5,ICD-10-CM,"Preterm labor second trimester with preterm delivery second trimester, fetus 5"
O6012X9,ICD-10-CM,"Preterm labor second trimester with preterm delivery second trimester, other fetus"
O6013X0,ICD-10-CM,"Preterm labor second trimester with preterm delivery third trimester, not applicable or unspecified"
O6013X1,ICD-10-CM,"Preterm labor second trimester with preterm delivery third trimester, fetus 1"
O6013X2,ICD-10-CM,"Preterm labor second trimester with preterm delivery third trimester, fetus 2"
O6013X3,ICD-10-CM,"Preterm labor second trimester with preterm delivery third trimester, fetus 3"
O6013X4,ICD-10-CM,"Preterm labor second trimester with preterm delivery third trimester, fetus 4"
O6013X5,ICD-10-CM,"Preterm labor second trimester with preterm delivery third trimester, fetus 5"
O6013X9,ICD-10-CM,"Preterm labor second trimester with preterm delivery third trimester, other fetus"
O6014X0,ICD-10-CM,"Preterm labor third trimester with preterm delivery third trimester, not applicable or unspecified"
O6014X1,ICD-10-CM,"Preterm labor third trimester with preterm delivery third trimester, fetus 1"
O6014X2,ICD-10-CM,"Preterm labor third trimester with preterm delivery third trimester, fetus 2"
O6014X3,ICD-10-CM,"Preterm labor third trimester with preterm delivery third trimester, fetus 3"
O6014X4,ICD-10-CM,"Preterm labor third trimester with preterm delivery third trimester, fetus 4"
O6014X5,ICD-10-CM,"Preterm labor third trimester with preterm delivery third trimester, fetus 5"
O6014X9,ICD-10-CM,"Preterm labor third trimester with preterm delivery third trimester, other fetus"
O6020X0,ICD-10-CM,"Term delivery with preterm labor, unspecified trimester, not applicable or unspecified"
O6020X1,ICD-10-CM,"Term delivery with preterm labor, unspecified trimester, fetus 1"
O6020X2,ICD-10-CM,"Term delivery with preterm labor, unspecified trimester, fetus 2"
O6020X3,ICD-10-CM,"Term delivery with preterm labor, unspecified trimester, fetus 3"
O6020X4,ICD-10-CM,"Term delivery with preterm labor, unspecified trimester, fetus 4"
O6020X5,ICD-10-CM,"Term delivery with preterm labor, unspecified trimester, fetus 5"
O6020X9,ICD-10-CM,"Term delivery with preterm labor, unspecified trimester, other fetus"
O6022X0,ICD-10-CM,"Term delivery with preterm labor, second trimester, not applicable or unspecified"
O6022X1,ICD-10-CM,"Term delivery with preterm labor, second trimester, fetus 1"
O6022X2,ICD-10-CM,"Term delivery with preterm labor, second trimester, fetus 2"
O6022X3,ICD-10-CM,"Term delivery with preterm labor, second trimester, fetus 3"
O6022X4,ICD-10-CM,"Term delivery with preterm labor, second trimester, fetus 4"
O6022X5,ICD-10-CM,"Term delivery with preterm labor, second trimester, fetus 5"
O6022X9,ICD-10-CM,"Term delivery with preterm labor, second trimester, other fetus"
O6023X0,ICD-10-CM,"Term delivery with preterm labor, third trimester, not applicable or unspecified"
O6023X1,ICD-10-CM,"Term delivery with preterm labor, third trimester, fetus 1"
O6023X2,ICD-10-CM,"Term delivery with preterm labor, third trimester, fetus 2"
O6023X3,ICD-10-CM,"Term delivery with preterm labor, third trimester, fetus 3"
O6023X4,ICD-10-CM,"Term delivery with preterm labor, third trimester, fetus 4"
O6023X5,ICD-10-CM,"Term delivery with preterm labor, third trimester, fetus 5"
O6023X9,ICD-10-CM,"Term delivery with preterm labor, third trimester, other fetus"
O610,ICD-10-CM,Failed medical induction of labor
O611,ICD-10-CM,Failed instrumental induction of labor
O618,ICD-10-CM,Other failed induction of labor
O619,ICD-10-CM,"Failed induction of labor, unspecified"
O620,ICD-10-CM,Primary inadequate contractions
O621,ICD-10-CM,Secondary uterine inertia
O622,ICD-10-CM,Other uterine inertia
O623,ICD-10-CM,Precipitate labor
O624,ICD-10-CM,"Hypertonic, incoordinate, and prolonged uterine contractions"
O628,ICD-10-CM,Other abnormalities of forces of labor
O629,ICD-10-CM,"Abnormality of forces of labor, unspecified"
O630,ICD-10-CM,Prolonged first stage (of labor)
O631,ICD-10-CM,Prolonged second stage (of labor)
O632,ICD-10-CM,"Delayed delivery of second twin, triplet, etc."
O639,ICD-10-CM,"Long labor, unspecified"
O640XX0,ICD-10-CM,"Obstructed labor due to incomplete rotation of fetal head, not applicable or unspecified"
O640XX1,ICD-10-CM,"Obstructed labor due to incomplete rotation of fetal head, fetus 1"
O640XX2,ICD-10-CM,"Obstructed labor due to incomplete rotation of fetal head, fetus 2"
O640XX3,ICD-10-CM,"Obstructed labor due to incomplete rotation of fetal head, fetus 3"
O640XX4,ICD-10-CM,"Obstructed labor due to incomplete rotation of fetal head, fetus 4"
O640XX5,ICD-10-CM,"Obstructed labor due to incomplete rotation of fetal head, fetus 5"
O640XX9,ICD-10-CM,"Obstructed labor due to incomplete rotation of fetal head, other fetus"
O641XX0,ICD-10-CM,"Obstructed labor due to breech presentation, not applicable or unspecified"
O641XX1,ICD-10-CM,"Obstructed labor due to breech presentation, fetus 1"
O641XX2,ICD-10-CM,"Obstructed labor due to breech presentation, fetus 2"
O641XX3,ICD-10-CM,"Obstructed labor due to breech presentation, fetus 3"
O641XX4,ICD-10-CM,"Obstructed labor due to breech presentation, fetus 4"
O641XX5,ICD-10-CM,"Obstructed labor due to breech presentation, fetus 5"
O641XX9,ICD-10-CM,"Obstructed labor due to breech presentation, other fetus"
O642XX0,ICD-10-CM,"Obstructed labor due to face presentation, not applicable or unspecified"
O642XX1,ICD-10-CM,"Obstructed labor due to face presentation, fetus 1"
O642XX2,ICD-10-CM,"Obstructed labor due to face presentation, fetus 2"
O642XX3,ICD-10-CM,"Obstructed labor due to face presentation, fetus 3"
O642XX4,ICD-10-CM,"Obstructed labor due to face presentation, fetus 4"
O642XX5,ICD-10-CM,"Obstructed labor due to face presentation, fetus 5"
O642XX9,ICD-10-CM,"Obstructed labor due to face presentation, other fetus"
O643XX0,ICD-10-CM,"Obstructed labor due to brow presentation, not applicable or unspecified"
O643XX1,ICD-10-CM,"Obstructed labor due to brow presentation, fetus 1"
O643XX2,ICD-10-CM,"Obstructed labor due to brow presentation, fetus 2"
O643XX3,ICD-10-CM,"Obstructed labor due to brow presentation, fetus 3"
O643XX4,ICD-10-CM,"Obstructed labor due to brow presentation, fetus 4"
O643XX5,ICD-10-CM,"Obstructed labor due to brow presentation, fetus 5"
O643XX9,ICD-10-CM,"Obstructed labor due to brow presentation, other fetus"
O644XX0,ICD-10-CM,"Obstructed labor due to shoulder presentation, not applicable or unspecified"
O644XX1,ICD-10-CM,"Obstructed labor due to shoulder presentation, fetus 1"
O644XX2,ICD-10-CM,"Obstructed labor due to shoulder presentation, fetus 2"
O644XX3,ICD-10-CM,"Obstructed labor due to shoulder presentation, fetus 3"
O644XX4,ICD-10-CM,"Obstructed labor due to shoulder presentation, fetus 4"
O644XX5,ICD-10-CM,"Obstructed labor due to shoulder presentation, fetus 5"
O644XX9,ICD-10-CM,"Obstructed labor due to shoulder presentation, other fetus"
O645XX0,ICD-10-CM,"Obstructed labor due to compound presentation, not applicable or unspecified"
O645XX1,ICD-10-CM,"Obstructed labor due to compound presentation, fetus 1"
O645XX2,ICD-10-CM,"Obstructed labor due to compound presentation, fetus 2"
O645XX3,ICD-10-CM,"Obstructed labor due to compound presentation, fetus 3"
O645XX4,ICD-10-CM,"Obstructed labor due to compound presentation, fetus 4"
O645XX5,ICD-10-CM,"Obstructed labor due to compound presentation, fetus 5"
O645XX9,ICD-10-CM,"Obstructed labor due to compound presentation, other fetus"
O648XX0,ICD-10-CM,"Obstructed labor due to other malposition and malpresentation, not applicable or unspecified"
O648XX1,ICD-10-CM,"Obstructed labor due to other malposition and malpresentation, fetus 1"
O648XX2,ICD-10-CM,"Obstructed labor due to other malposition and malpresentation, fetus 2"
O648XX3,ICD-10-CM,"Obstructed labor due to other malposition and malpresentation, fetus 3"
O648XX4,ICD-10-CM,"Obstructed labor due to other malposition and malpresentation, fetus 4"
O648XX5,ICD-10-CM,"Obstructed labor due to other malposition and malpresentation, fetus 5"
O648XX9,ICD-10-CM,"Obstructed labor due to other malposition and malpresentation, other fetus"
O649XX0,ICD-10-CM,"Obstructed labor due to malposition and malpresentation, unspecified, not applicable or unspecified"
O649XX1,ICD-10-CM,"Obstructed labor due to malposition and malpresentation, unspecified, fetus 1"
O649XX2,ICD-10-CM,"Obstructed labor due to malposition and malpresentation, unspecified, fetus 2"
O649XX3,ICD-10-CM,"Obstructed labor due to malposition and malpresentation, unspecified, fetus 3"
O649XX4,ICD-10-CM,"Obstructed labor due to malposition and malpresentation, unspecified, fetus 4"
O649XX5,ICD-10-CM,"Obstructed labor due to malposition and malpresentation, unspecified, fetus 5"
O649XX9,ICD-10-CM,"Obstructed labor due to malposition and malpresentation, unspecified, other fetus"
O650,ICD-10-CM,Obstructed labor due to deformed pelvis
O651,ICD-10-CM,Obstructed labor due to generally contracted pelvis
O652,ICD-10-CM,Obstructed labor due to pelvic inlet contraction
O653,ICD-10-CM,Obstructed labor due to pelvic outlet and mid-cavity contraction
O654,ICD-10-CM,"Obstructed labor due to fetopelvic disproportion, unspecified"
O655,ICD-10-CM,Obstructed labor due to abnormality of maternal pelvic organs
O658,ICD-10-CM,Obstructed labor due to other maternal pelvic abnormalities
O659,ICD-10-CM,"Obstructed labor due to maternal pelvic abnormality, unspecified"
O660,ICD-10-CM,Obstructed labor due to shoulder dystocia
O661,ICD-10-CM,Obstructed labor due to locked twins
O662,ICD-10-CM,Obstructed labor due to unusually large fetus
O663,ICD-10-CM,Obstructed labor due to other abnormalities of fetus
O6640,ICD-10-CM,"Failed trial of labor, unspecified"
O6641,ICD-10-CM,Failed attempted vaginal birth after previous cesarean delivery
O665,ICD-10-CM,Attempted application of vacuum extractor and forceps
O666,ICD-10-CM,Obstructed labor due to other multiple fetuses
O668,ICD-10-CM,Other specified obstructed labor
O669,ICD-10-CM,"Obstructed labor, unspecified"
O670,ICD-10-CM,Intrapartum hemorrhage with coagulation defect
O678,ICD-10-CM,Other intrapartum hemorrhage
O679,ICD-10-CM,"Intrapartum hemorrhage, unspecified"
O68,ICD-10-CM,Labor and delivery complicated by abnormality of fetal acid-base balance
O690XX0,ICD-10-CM,"Labor and delivery complicated by prolapse of cord, not applicable or unspecified"
O690XX1,ICD-10-CM,"Labor and delivery complicated by prolapse of cord, fetus 1"
O690XX2,ICD-10-CM,"Labor and delivery complicated by prolapse of cord, fetus 2"
O690XX3,ICD-10-CM,"Labor and delivery complicated by prolapse of cord, fetus 3"
O690XX4,ICD-10-CM,"Labor and delivery complicated by prolapse of cord, fetus 4"
O690XX5,ICD-10-CM,"Labor and delivery complicated by prolapse of cord, fetus 5"
O690XX9,ICD-10-CM,"Labor and delivery complicated by prolapse of cord, other fetus"
O691XX0,ICD-10-CM,"Labor and delivery complicated by cord around neck, with compression, not applicable or unspecified"
O691XX1,ICD-10-CM,"Labor and delivery complicated by cord around neck, with compression, fetus 1"
O691XX2,ICD-10-CM,"Labor and delivery complicated by cord around neck, with compression, fetus 2"
O691XX3,ICD-10-CM,"Labor and delivery complicated by cord around neck, with compression, fetus 3"
O691XX4,ICD-10-CM,"Labor and delivery complicated by cord around neck, with compression, fetus 4"
O691XX5,ICD-10-CM,"Labor and delivery complicated by cord around neck, with compression, fetus 5"
O691XX9,ICD-10-CM,"Labor and delivery complicated by cord around neck, with compression, other fetus"
O692XX0,ICD-10-CM,"Labor and delivery complicated by other cord entanglement, with compression, not applicable or unspecified"
O692XX1,ICD-10-CM,"Labor and delivery complicated by other cord entanglement, with compression, fetus 1"
O692XX2,ICD-10-CM,"Labor and delivery complicated by other cord entanglement, with compression, fetus 2"
O692XX3,ICD-10-CM,"Labor and delivery complicated by other cord entanglement, with compression, fetus 3"
O692XX4,ICD-10-CM,"Labor and delivery complicated by other cord entanglement, with compression, fetus 4"
O692XX5,ICD-10-CM,"Labor and delivery complicated by other cord entanglement, with compression, fetus 5"
O692XX9,ICD-10-CM,"Labor and delivery complicated by other cord entanglement, with compression, other fetus"
O693XX0,ICD-10-CM,"Labor and delivery complicated by short cord, not applicable or unspecified"
O693XX1,ICD-10-CM,"Labor and delivery complicated by short cord, fetus 1"
O693XX2,ICD-10-CM,"Labor and delivery complicated by short cord, fetus 2"
O693XX3,ICD-10-CM,"Labor and delivery complicated by short cord, fetus 3"
O693XX4,ICD-10-CM,"Labor and delivery complicated by short cord, fetus 4"
O693XX5,ICD-10-CM,"Labor and delivery complicated by short cord, fetus 5"
O693XX9,ICD-10-CM,"Labor and delivery complicated by short cord, other fetus"
O694XX0,ICD-10-CM,"Labor and delivery complicated by vasa previa, not applicable or unspecified"
O694XX1,ICD-10-CM,"Labor and delivery complicated by vasa previa, fetus 1"
O694XX2,ICD-10-CM,"Labor and delivery complicated by vasa previa, fetus 2"
O694XX3,ICD-10-CM,"Labor and delivery complicated by vasa previa, fetus 3"
O694XX4,ICD-10-CM,"Labor and delivery complicated by vasa previa, fetus 4"
O694XX5,ICD-10-CM,"Labor and delivery complicated by vasa previa, fetus 5"
O694XX9,ICD-10-CM,"Labor and delivery complicated by vasa previa, other fetus"
O695XX0,ICD-10-CM,"Labor and delivery complicated by vascular lesion of cord, not applicable or unspecified"
O695XX1,ICD-10-CM,"Labor and delivery complicated by vascular lesion of cord, fetus 1"
O695XX2,ICD-10-CM,"Labor and delivery complicated by vascular lesion of cord, fetus 2"
O695XX3,ICD-10-CM,"Labor and delivery complicated by vascular lesion of cord, fetus 3"
O695XX4,ICD-10-CM,"Labor and delivery complicated by vascular lesion of cord, fetus 4"
O695XX5,ICD-10-CM,"Labor and delivery complicated by vascular lesion of cord, fetus 5"
O695XX9,ICD-10-CM,"Labor and delivery complicated by vascular lesion of cord, other fetus"
O6981X0,ICD-10-CM,"Labor and delivery complicated by cord around neck, without compression, not applicable or unspecified"
O6981X1,ICD-10-CM,"Labor and delivery complicated by cord around neck, without compression, fetus 1"
O6981X2,ICD-10-CM,"Labor and delivery complicated by cord around neck, without compression, fetus 2"
O6981X3,ICD-10-CM,"Labor and delivery complicated by cord around neck, without compression, fetus 3"
O6981X4,ICD-10-CM,"Labor and delivery complicated by cord around neck, without compression, fetus 4"
O6981X5,ICD-10-CM,"Labor and delivery complicated by cord around neck, without compression, fetus 5"
O6981X9,ICD-10-CM,"Labor and delivery complicated by cord around neck, without compression, other fetus"
